study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB7703	SAMEA3112907	ERX625158	ERR670180	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670180/ERR670180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670180/ERR670180_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670180/3151-26-MS28F-388R_S134_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670180/3151-26-MS28F-388R_S134_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670180
PRJEB7703	SAMEA3112908	ERX625159	ERR670181	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670181/ERR670181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670181/ERR670181_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670181/3151-23-1-MS28F-388R_S182_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670181/3151-23-1-MS28F-388R_S182_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670181
PRJEB7703	SAMEA3112909	ERX625160	ERR670182	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670182/ERR670182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670182/ERR670182_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670182/3151-17-1-MS28F-388R_S176_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670182/3151-17-1-MS28F-388R_S176_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670182
PRJEB7703	SAMEA3112910	ERX625161	ERR670183	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670183/ERR670183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670183/ERR670183_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670183/3151-36-1-MS28F-388R_S195_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670183/3151-36-1-MS28F-388R_S195_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670183
PRJEB7703	SAMEA3112911	ERX625162	ERR670184	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670184/ERR670184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670184/ERR670184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670184/3151-27-1-MS28F-388R_S186_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670184/3151-27-1-MS28F-388R_S186_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670184
PRJEB7703	SAMEA3112912	ERX625163	ERR670185	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670185/ERR670185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670185/ERR670185_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670185/3151-44-MS28F-388R_S152_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670185/3151-44-MS28F-388R_S152_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670185
PRJEB7703	SAMEA3112913	ERX625164	ERR670186	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670186/ERR670186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670186/ERR670186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670186/3151-15-1-MS28F-388R_S174_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670186/3151-15-1-MS28F-388R_S174_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670186
PRJEB7703	SAMEA3112914	ERX625165	ERR670187	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670187/ERR670187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670187/ERR670187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670187/3151-22-1-MS28F-388R_S181_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670187/3151-22-1-MS28F-388R_S181_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670187
PRJEB7703	SAMEA3112915	ERX625166	ERR670188	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670188/ERR670188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670188/ERR670188_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670188/3151-27-MS28F-388R_S135_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670188/3151-27-MS28F-388R_S135_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670188
PRJEB7703	SAMEA3112916	ERX625167	ERR670189	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670189/ERR670189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670189/ERR670189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670189/3151-20-1-MS28F-388R_S179_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670189/3151-20-1-MS28F-388R_S179_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670189
PRJEB7703	SAMEA3112917	ERX625168	ERR670190	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670190/ERR670190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670190/ERR670190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670190/3151-24-1-MS28F-388R_S183_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670190/3151-24-1-MS28F-388R_S183_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670190
PRJEB7703	SAMEA3112918	ERX625169	ERR670191	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670191/ERR670191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670191/ERR670191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670191/3151-2-1-MS28F-388R_S161_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670191/3151-2-1-MS28F-388R_S161_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670191
PRJEB7703	SAMEA3112919	ERX625170	ERR670192	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670192/ERR670192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670192/ERR670192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670192/3151-3-1-MS28F-388R_S162_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670192/3151-3-1-MS28F-388R_S162_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670192
PRJEB7703	SAMEA3112920	ERX625171	ERR670193	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670193/ERR670193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670193/ERR670193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670193/3151-45-MS28F-388R_S153_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670193/3151-45-MS28F-388R_S153_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670193
PRJEB7703	SAMEA3112921	ERX625172	ERR670194	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670194/ERR670194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670194/ERR670194_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670194/3151-1-1-MS28F-388R_S160_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670194/3151-1-1-MS28F-388R_S160_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670194
PRJEB7703	SAMEA3112922	ERX625173	ERR670195	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670195/ERR670195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670195/ERR670195_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670195/3151-37-1-MS28F-388R_S196_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670195/3151-37-1-MS28F-388R_S196_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670195
PRJEB7703	SAMEA3112923	ERX625174	ERR670196	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670196/ERR670196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670196/ERR670196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670196/3151-38-1-MS28F-388R_S197_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670196/3151-38-1-MS28F-388R_S197_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670196
PRJEB7703	SAMEA3112924	ERX625175	ERR670197	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670197/ERR670197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670197/ERR670197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670197/3151-46-MS28F-388R_S155_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670197/3151-46-MS28F-388R_S155_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670197
PRJEB7703	SAMEA3112925	ERX625176	ERR670198	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670198/ERR670198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670198/ERR670198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670198/3151-39-1-MS28F-388R_S198_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670198/3151-39-1-MS28F-388R_S198_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670198
PRJEB7703	SAMEA3112926	ERX625177	ERR670199	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670199/ERR670199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670199/ERR670199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670199/3151-25-1-MS28F-388R_S184_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670199/3151-25-1-MS28F-388R_S184_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670199
PRJEB7703	SAMEA3112927	ERX625178	ERR670200	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670200/ERR670200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670200/ERR670200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670200/3151-92-MS28F-388R_S252_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670200/3151-92-MS28F-388R_S252_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670200
PRJEB7703	SAMEA3112928	ERX625179	ERR670201	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670201/ERR670201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670201/ERR670201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670201/3151-47-MS28F-388R_S156_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670201/3151-47-MS28F-388R_S156_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670201
PRJEB7703	SAMEA3112929	ERX625180	ERR670202	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670202/ERR670202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670202/ERR670202_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670202/3151-42-1-MS28F-388R_S201_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670202/3151-42-1-MS28F-388R_S201_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670202
PRJEB7703	SAMEA3112930	ERX625181	ERR670203	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670203/ERR670203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670203/ERR670203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670203/3151-43-1-MS28F-388R_S14_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670203/3151-43-1-MS28F-388R_S14_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670203
PRJEB7703	SAMEA3112931	ERX625182	ERR670204	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670204/ERR670204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670204/ERR670204_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670204/3151-41-1-MS28F-388R_S200_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670204/3151-41-1-MS28F-388R_S200_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670204
PRJEB7703	SAMEA3112932	ERX625183	ERR670205	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670205/ERR670205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670205/ERR670205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670205/3151-46-1-MS28F-388R_S205_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670205/3151-46-1-MS28F-388R_S205_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670205
PRJEB7703	SAMEA3112933	ERX625184	ERR670206	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670206/ERR670206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670206/ERR670206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670206/3151-28-MS28F-388R_S136_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670206/3151-28-MS28F-388R_S136_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670206
PRJEB7703	SAMEA3112934	ERX625185	ERR670207	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670207/ERR670207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670207/ERR670207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670207/3151-30-1-MS28F-388R_S189_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670207/3151-30-1-MS28F-388R_S189_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670207
PRJEB7703	SAMEA3112935	ERX625186	ERR670208	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670208/ERR670208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670208/ERR670208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670208/3151-47-1-MS28F-388R_S206_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670208/3151-47-1-MS28F-388R_S206_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670208
PRJEB7703	SAMEA3112936	ERX625187	ERR670209	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670209/ERR670209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670209/ERR670209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670209/3151-6-1-MS28F-388R_S165_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670209/3151-6-1-MS28F-388R_S165_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670209
PRJEB7703	SAMEA3112937	ERX625188	ERR670210	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670210/ERR670210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670210/ERR670210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670210/3151-4-1-MS28F-388R_S163_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670210/3151-4-1-MS28F-388R_S163_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670210
PRJEB7703	SAMEA3112938	ERX625189	ERR670211	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670211/ERR670211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670211/ERR670211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670211/3151-29-MS28F-388R_S137_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670211/3151-29-MS28F-388R_S137_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670211
PRJEB7703	SAMEA3112939	ERX625190	ERR670212	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670212/ERR670212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670212/ERR670212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670212/3151-8-1-MS28F-388R_S167_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670212/3151-8-1-MS28F-388R_S167_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670212
PRJEB7703	SAMEA3112940	ERX625191	ERR670213	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670213/ERR670213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR670/ERR670213/ERR670213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670213/3151-93-MS28F-388R_S253_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR670/ERR670213/3151-93-MS28F-388R_S253_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR670/ERR670213
