study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB20159	SAMEA103942188	ERX1961712	ERR1901341	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/001/ERR1901341/ERR1901341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/001/ERR1901341/ERR1901341_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901341/miseq70_8_83_Urin_15_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901341/miseq70_8_83_Urin_15_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/001/ERR1901341
PRJEB20159	SAMEA103942189	ERX1961713	ERR1901342	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/002/ERR1901342/ERR1901342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/002/ERR1901342/ERR1901342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901342/miseq70_8_84_Urin_16_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901342/miseq70_8_84_Urin_16_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/002/ERR1901342
PRJEB20159	SAMEA103942190	ERX1961714	ERR1901343	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/003/ERR1901343/ERR1901343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/003/ERR1901343/ERR1901343_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901343/miseq70_8_86_Urin_18_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901343/miseq70_8_86_Urin_18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/003/ERR1901343
PRJEB20159	SAMEA103942191	ERX1961715	ERR1901344	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/004/ERR1901344/ERR1901344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/004/ERR1901344/ERR1901344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901344/miseq70_8_87_Urin_19_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901344/miseq70_8_87_Urin_19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/004/ERR1901344
PRJEB20159	SAMEA103942192	ERX1961716	ERR1901345	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/005/ERR1901345/ERR1901345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/005/ERR1901345/ERR1901345_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901345/miseq70_8_88_Urin_20_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901345/miseq70_8_88_Urin_20_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/005/ERR1901345
PRJEB20159	SAMEA103942193	ERX1961717	ERR1901346	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/006/ERR1901346/ERR1901346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/006/ERR1901346/ERR1901346_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901346/miseq70_8_90_Urin_22_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901346/miseq70_8_90_Urin_22_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/006/ERR1901346
PRJEB20159	SAMEA103942194	ERX1961718	ERR1901347	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/007/ERR1901347/ERR1901347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/007/ERR1901347/ERR1901347_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901347/miseq70_8_92_Urin_24_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901347/miseq70_8_92_Urin_24_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/007/ERR1901347
PRJEB20159	SAMEA103942195	ERX1961719	ERR1901348	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/008/ERR1901348/ERR1901348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/008/ERR1901348/ERR1901348_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901348/miseq70_8_93_Urin_25_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901348/miseq70_8_93_Urin_25_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/008/ERR1901348
PRJEB20159	SAMEA103942196	ERX1961720	ERR1901349	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/009/ERR1901349/ERR1901349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/009/ERR1901349/ERR1901349_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901349/miseq70_8_97_Urin_29_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901349/miseq70_8_97_Urin_29_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/009/ERR1901349
PRJEB20159	SAMEA103942197	ERX1961721	ERR1901350	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/000/ERR1901350/ERR1901350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/000/ERR1901350/ERR1901350_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901350/miseq70_8_98_Urin_30_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901350/miseq70_8_98_Urin_30_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/000/ERR1901350
PRJEB20159	SAMEA103942198	ERX1961722	ERR1901351	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/001/ERR1901351/ERR1901351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/001/ERR1901351/ERR1901351_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901351/miseq70_8_99_Urin_31_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901351/miseq70_8_99_Urin_31_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/001/ERR1901351
PRJEB20159	SAMEA103942199	ERX1961723	ERR1901352	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/002/ERR1901352/ERR1901352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/002/ERR1901352/ERR1901352_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901352/miseq70_8_100_Urin_32_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901352/miseq70_8_100_Urin_32_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/002/ERR1901352
PRJEB20159	SAMEA103942200	ERX1961724	ERR1901353	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/003/ERR1901353/ERR1901353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/003/ERR1901353/ERR1901353_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901353/miseq70_8_101_Urin_33_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901353/miseq70_8_101_Urin_33_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/003/ERR1901353
PRJEB20159	SAMEA103942201	ERX1961725	ERR1901354	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/004/ERR1901354/ERR1901354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/004/ERR1901354/ERR1901354_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901354/miseq70_8_103_Urin_35_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901354/miseq70_8_103_Urin_35_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/004/ERR1901354
PRJEB20159	SAMEA103942202	ERX1961726	ERR1901355	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/005/ERR1901355/ERR1901355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/005/ERR1901355/ERR1901355_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901355/miseq70_8_104_Urin_36_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901355/miseq70_8_104_Urin_36_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/005/ERR1901355
PRJEB20159	SAMEA103942203	ERX1961727	ERR1901356	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/006/ERR1901356/ERR1901356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/006/ERR1901356/ERR1901356_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901356/miseq70_8_105_Urin_37_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901356/miseq70_8_105_Urin_37_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/006/ERR1901356
PRJEB20159	SAMEA103942204	ERX1961728	ERR1901357	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/007/ERR1901357/ERR1901357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/007/ERR1901357/ERR1901357_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901357/miseq70_8_106_Urin_38_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901357/miseq70_8_106_Urin_38_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/007/ERR1901357
PRJEB20159	SAMEA103942205	ERX1961729	ERR1901358	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/008/ERR1901358/ERR1901358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/008/ERR1901358/ERR1901358_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901358/miseq70_8_107_Urin_39_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901358/miseq70_8_107_Urin_39_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/008/ERR1901358
PRJEB20159	SAMEA103942206	ERX1961730	ERR1901359	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/009/ERR1901359/ERR1901359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/009/ERR1901359/ERR1901359_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901359/miseq70_8_108_Urin_40_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901359/miseq70_8_108_Urin_40_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/009/ERR1901359
PRJEB20159	SAMEA103942207	ERX1961731	ERR1901360	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/000/ERR1901360/ERR1901360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/000/ERR1901360/ERR1901360_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901360/miseq70_9_109_Urin_41_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901360/miseq70_9_109_Urin_41_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/000/ERR1901360
PRJEB20159	SAMEA103942208	ERX1961732	ERR1901361	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/001/ERR1901361/ERR1901361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/001/ERR1901361/ERR1901361_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901361/miseq70_9_110_Urin_42_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901361/miseq70_9_110_Urin_42_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/001/ERR1901361
PRJEB20159	SAMEA103942209	ERX1961733	ERR1901362	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/002/ERR1901362/ERR1901362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/002/ERR1901362/ERR1901362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901362/miseq70_9_111_Urin_43_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901362/miseq70_9_111_Urin_43_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/002/ERR1901362
PRJEB20159	SAMEA103942210	ERX1961734	ERR1901363	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/003/ERR1901363/ERR1901363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/003/ERR1901363/ERR1901363_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901363/miseq70_9_112_Urin_44_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901363/miseq70_9_112_Urin_44_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/003/ERR1901363
PRJEB20159	SAMEA103942211	ERX1961735	ERR1901364	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/004/ERR1901364/ERR1901364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/004/ERR1901364/ERR1901364_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901364/miseq70_9_114_Urin_46_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901364/miseq70_9_114_Urin_46_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/004/ERR1901364
PRJEB20159	SAMEA103942212	ERX1961736	ERR1901365	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/005/ERR1901365/ERR1901365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/005/ERR1901365/ERR1901365_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901365/miseq70_9_115_Urin_47_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901365/miseq70_9_115_Urin_47_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/005/ERR1901365
PRJEB20159	SAMEA103942213	ERX1961737	ERR1901366	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/006/ERR1901366/ERR1901366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/006/ERR1901366/ERR1901366_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901366/miseq70_9_116_Urin_48_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901366/miseq70_9_116_Urin_48_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/006/ERR1901366
PRJEB20159	SAMEA103942214	ERX1961738	ERR1901367	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/007/ERR1901367/ERR1901367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/007/ERR1901367/ERR1901367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901367/miseq70_9_117_Urin_49_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901367/miseq70_9_117_Urin_49_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/007/ERR1901367
PRJEB20159	SAMEA103942215	ERX1961739	ERR1901368	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/008/ERR1901368/ERR1901368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/008/ERR1901368/ERR1901368_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901368/miseq70_9_118_Urin_50_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901368/miseq70_9_118_Urin_50_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/008/ERR1901368
PRJEB20159	SAMEA103942216	ERX1961740	ERR1901369	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/009/ERR1901369/ERR1901369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/009/ERR1901369/ERR1901369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901369/miseq70_9_119_Urin_51_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901369/miseq70_9_119_Urin_51_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/009/ERR1901369
PRJEB20159	SAMEA103942217	ERX1961741	ERR1901370	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/000/ERR1901370/ERR1901370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/000/ERR1901370/ERR1901370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901370/miseq70_9_122_Urin_54_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901370/miseq70_9_122_Urin_54_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/000/ERR1901370
PRJEB20159	SAMEA103942218	ERX1961742	ERR1901371	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/001/ERR1901371/ERR1901371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/001/ERR1901371/ERR1901371_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901371/miseq70_9_123_Urin_55_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901371/miseq70_9_123_Urin_55_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/001/ERR1901371
PRJEB20159	SAMEA103942219	ERX1961743	ERR1901372	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/002/ERR1901372/ERR1901372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/002/ERR1901372/ERR1901372_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901372/miseq70_9_124_Urin_56_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901372/miseq70_9_124_Urin_56_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/002/ERR1901372
PRJEB20159	SAMEA103942220	ERX1961744	ERR1901373	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/003/ERR1901373/ERR1901373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/003/ERR1901373/ERR1901373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901373/miseq70_9_125_Urin_57_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901373/miseq70_9_125_Urin_57_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/003/ERR1901373
PRJEB20159	SAMEA103942221	ERX1961745	ERR1901374	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/004/ERR1901374/ERR1901374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/004/ERR1901374/ERR1901374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901374/miseq70_9_130_Urin_62_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901374/miseq70_9_130_Urin_62_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/004/ERR1901374
PRJEB20159	SAMEA103942222	ERX1961746	ERR1901375	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/005/ERR1901375/ERR1901375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR190/005/ERR1901375/ERR1901375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901375/miseq70_9_133_Urin_65_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR190/ERR1901375/miseq70_9_133_Urin_65_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR190/005/ERR1901375
