study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB7756	SAMEA3134172	ERX629986	ERR675019	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675019/ERR675019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675019/ERR675019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675019/3151-A35-MS28F-388R_S93_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675019/3151-A35-MS28F-388R_S93_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675019
PRJEB7756	SAMEA3134173	ERX629987	ERR675020	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675020/ERR675020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675020/ERR675020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675020/3151-A36-MS28F-388R_S94_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675020/3151-A36-MS28F-388R_S94_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675020
PRJEB7756	SAMEA3134174	ERX629988	ERR675021	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675021/ERR675021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675021/ERR675021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675021/3151-A37-MS28F-388R_S95_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675021/3151-A37-MS28F-388R_S95_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675021
PRJEB7756	SAMEA3134175	ERX629989	ERR675022	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675022/ERR675022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675022/ERR675022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675022/3151-A38-MS28F-388R_S96_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675022/3151-A38-MS28F-388R_S96_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675022
PRJEB7756	SAMEA3134176	ERX629990	ERR675023	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675023/ERR675023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675023/ERR675023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675023/3151-A3-MS28F-388R_S61_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675023/3151-A3-MS28F-388R_S61_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675023
PRJEB7756	SAMEA3134177	ERX629991	ERR675024	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675024/ERR675024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675024/ERR675024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675024/3151-A40-MS28F-388R_S98_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675024/3151-A40-MS28F-388R_S98_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675024
PRJEB7756	SAMEA3134178	ERX629992	ERR675025	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675025/ERR675025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675025/ERR675025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675025/3151-A41-MS28F-388R_S99_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675025/3151-A41-MS28F-388R_S99_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675025
PRJEB7756	SAMEA3134179	ERX629993	ERR675026	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675026/ERR675026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675026/ERR675026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675026/3151-A42-MS28F-388R_S100_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675026/3151-A42-MS28F-388R_S100_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675026
PRJEB7756	SAMEA3134180	ERX629994	ERR675027	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675027/ERR675027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675027/ERR675027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675027/3151-A43-MS28F-388R_S101_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675027/3151-A43-MS28F-388R_S101_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675027
PRJEB7756	SAMEA3134181	ERX629995	ERR675028	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675028/ERR675028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675028/ERR675028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675028/3151-A44-MS28F-388R_S102_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675028/3151-A44-MS28F-388R_S102_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675028
PRJEB7756	SAMEA3134182	ERX629996	ERR675029	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675029/ERR675029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675029/ERR675029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675029/3151-A45-MS28F-388R_S103_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675029/3151-A45-MS28F-388R_S103_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675029
PRJEB7756	SAMEA3134183	ERX629997	ERR675030	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675030/ERR675030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675030/ERR675030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675030/3151-A46-MS28F-388R_S104_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675030/3151-A46-MS28F-388R_S104_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675030
PRJEB7756	SAMEA3134184	ERX629998	ERR675031	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675031/ERR675031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675031/ERR675031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675031/3151-A48-MS28F-388R_S106_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675031/3151-A48-MS28F-388R_S106_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675031
PRJEB7756	SAMEA3134185	ERX629999	ERR675032	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675032/ERR675032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675032/ERR675032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675032/3151-A49-MS28F-388R_S107_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675032/3151-A49-MS28F-388R_S107_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675032
PRJEB7756	SAMEA3134186	ERX630000	ERR675033	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675033/ERR675033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675033/ERR675033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675033/3151-A4-MS28F-388R_S1_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675033/3151-A4-MS28F-388R_S1_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675033
PRJEB7756	SAMEA3134187	ERX630001	ERR675034	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675034/ERR675034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675034/ERR675034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675034/3151-A50-MS28F-388R_S108_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675034/3151-A50-MS28F-388R_S108_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675034
PRJEB7756	SAMEA3134188	ERX630002	ERR675035	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675035/ERR675035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675035/ERR675035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675035/3151-A5-MS28F-388R_S63_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675035/3151-A5-MS28F-388R_S63_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675035
PRJEB7756	SAMEA3134189	ERX630003	ERR675036	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675036/ERR675036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675036/ERR675036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675036/3151-A6-MS28F-388R_S64_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675036/3151-A6-MS28F-388R_S64_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675036
PRJEB7756	SAMEA3134190	ERX630004	ERR675037	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675037/ERR675037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675037/ERR675037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675037/3151-A7-MS28F-388R_S65_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675037/3151-A7-MS28F-388R_S65_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675037
PRJEB7756	SAMEA3134191	ERX630005	ERR675038	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675038/ERR675038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675038/ERR675038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675038/3151-A8-MS28F-388R_S66_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675038/3151-A8-MS28F-388R_S66_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675038
PRJEB7756	SAMEA3134192	ERX630006	ERR675039	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675039/ERR675039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR675/ERR675039/ERR675039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675039/3151-A9-MS28F-388R_S2_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR675/ERR675039/3151-A9-MS28F-388R_S2_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR675/ERR675039
